DATE,YEAR,LOCATION,OPERATOR,AIRCRAFT_TYPE,TOTAL_FATALITIES,PASSENGER_FATALITIES,CREW_FATALITIES
09/02/1998,1998,Angola,Permaviatrans,Antonov AN-26,24,20,4
09/09/1998,1998,"Port Alsworth, Alaska",Rusts Flying Service Inc.,De Havilland Dash-2 float plane,5,4,1
09/10/1998,1998,"Islamabad, Pakistan",Military - Pakistan Air Force,Lockheed C-130B Hercules,5,0,5
09/25/1998,1998,"Near Nador, Morroco",Paukn Air,British Aerospace BAe-146-100,38,34,4
09/28/1998,1998,"Praia, Cape Verde",Cabo Verde Airlines,De Havilland Canada DHC-6 Twin Otter 300,1,1,0
09/29/1998,1998,"Off Mannar, Sri Lanka",Lion Air,Antonov AN-24RV,55,48,7
10/02/1998,1998,"Near Canaima, Venezuela",Servivensa,Douglas DC-3C,1,0,1
10/10/1998,1998,"Near Kindu, Congo",Lignes Aeriennes Congolaises,Boeing B-727-30,41,38,3
10/21/1998,1998,"Yerevan, Armenia",Ararat Avia,Yakovlev YAK-40,0,0,0
10/25/1998,1998,"Rwenzori mountains, Uganda",TanaMana Aviation,Britten-Norman BN-2A-3 Islander,4,3,1
11/01/1998,1998,"Near Quetzaltenango, Guatemala",Living Water Teaching Ministries Charter,Douglas DC-3C,11,9,2
11/11/1998,1998,"Near Krasnoyarsk, Russia",Sakha Airlines,Antonov AN-12,13,7,6
11/21/1998,1998,"Edgewater, Maryland",Private,Burgess RV-6 experimental,1,0,1
12/07/1998,1998,"Baie-Comeau, Canada",Air Satellite,Britten-Norman Trislander,7,6,1
12/11/1998,1998,"Near Surat Thani, Thailand",Thai Airways,Airbus A-310-204,102,91,11
12/14/1998,1998,"Near Cuito, Angola",Khors Aircompany,Antonov AN-12BP,11,6,5
12/22/1998,1998,"Medellín, Colombia",SELVA,Antonov 32B,5,2,3
12/26/1998,1998,"Vila Nova, Angola",Transafrik,Lockheed Martin L-100-30 Hercules,14,10,4
01/02/1999,1999,"Near Huambo, Angola",Transafrik,Lockheed L-100-30 Hercules,9,5,4
01/12/1999,1999,"Guernsey, Channel Islands, England",Channel Express,Fokker F-27 Friendship 600,2,0,2
01/13/1999,1999,"Geilenkirchen, Germany",Military - German Air National Guard,Boeing KC-135E,4,0,4
01/13/1999,1999,"Mayne Island, British Columbia, Canada",Kelowna Flightcraft Air Charter,Douglas DC-3C,2,0,2
01/16/1999,1999,"Coconut Island, QLD, Australia",Uzu Air,Britten Norman BN-2A-26,3,2,1
01/21/1999,1999,"Bluefields, Nicaragua",Fuerza Aerea Nicaragua,Antonov AN-26,28,21,7
02/02/1999,1999,"Luanda, Angola",Savanair,Antonov AN-12,14,10,4
02/03/1999,1999,"Hoskins, Papua New Guinea",Airlink,Britten Norman BN-2A Trislander,11,10,1
02/08/1999,1999,"Kinshasa,  Democratic Republic Congo",Air Karibu,Lockheed L-188A Electra,7,0,7
02/24/1999,1999,"Rui'an, China",China Southwest Airlines,Tupolev TU-154,61,50,11
02/25/1999,1999,"Genoa, Italy",Minerva Airlines,Dornier 328-110,4,3,1
03/07/1999,1999,"New Delhi, India",Military - Indian Air Force,Antonov AN-32 Transport,19,15,4
03/18/1999,1999,"Near Tame, Colombia",ALIANSA Colombia,Douglas DC-3C (C-47A-DK),8,5,3
03/19/1999,1999,"Davis Inlet, Newfoundland, Canada",Provincial Airlines,De Havilland Canada DHC-6 Twin Otter 300,1,0,1
04/07/1999,1999,"Ribeirao Preto, Brazil",Manaca Taxi Aereo,Learjet 24D,5,0,5
04/07/1999,1999,"Near Ceyhan, Turkey",Turkish Airlines (THY),Boeing 737-4Q8,6,0,6
04/08/1999,1999,"Near Malaga, Colombia",Aerotaca,De Havilland Canada DHC-6 Twin Otter 300,5,3,2
